family,n_qubits,depth,backend,base_shots,n_seeds,feat_n_qubits,feat_depth,feat_n_1q_gates,feat_n_2q_gates,feat_n_cnot,feat_n_non_clifford,feat_clifford_fraction,feat_depth_per_qubit,feat_backend_avg_2q_error,feat_backend_avg_readout_error,feat_log2_shots,feat_n_2q_layers,feat_entangling_density,feat_mean_rz_angle_dist,feat_backend_avg_1q_error,raw_mean_abs_error,raw_n_seeds,raw_plus_mean_abs_error,raw_plus_n_seeds,zne_mean_abs_error,zne_n_seeds,zne_fr_mean_abs_error,zne_fr_n_seeds,cdr_mean_abs_error,cdr_n_seeds,cdr_ridge_mean_abs_error,cdr_ridge_n_seeds,rem_mean_abs_error,rem_n_seeds,best_technique,best_technique_cost_aware
ghz_plus,2,4,FakeLagosV2@x0.5,256,5,2.0,4.0,1.8,2.2,2.2,0.0,1.0,2.0,0.007317487373170001,0.10177142857142848,8.0,2.2,0.275,0.0,8.369268849924999e-05,0.3125,5,0.28494318181818173,5,0.28281250000000036,5,0.3015625,5,,0,,0,0.05461630787812464,5,rem,rem
ghz_plus,2,4,FakeLagosV2@x0.5,512,5,2.0,4.0,1.8,2.2,2.2,0.0,1.0,2.0,0.007317487373170001,0.10177142857142848,9.0,2.2,0.275,0.0,8.369268849924999e-05,0.284375,5,0.2953835227272727,5,0.27031250000000057,5,0.3015625,5,,0,,0,0.01566289092860628,5,rem,rem
ghz_plus,2,4,FakeLagosV2@x0.5,1024,5,2.0,4.0,1.8,2.2,2.2,0.0,1.0,2.0,0.007317487373170001,0.10177142857142848,10.0,2.2,0.275,0.0,8.369268849924999e-05,0.302734375,5,0.2897727272727272,5,0.28984375000000073,5,0.276171875,5,,0,,0,0.028086304440029464,5,rem,rem
ghz_plus,2,4,FakeLagosV2@x0.5,2048,5,2.0,4.0,1.8,2.2,2.2,0.0,1.0,2.0,0.007317487373170001,0.10177142857142848,11.0,2.2,0.275,0.0,8.369268849924999e-05,0.2931640625,5,0.29153053977272725,5,0.2818359375000007,5,0.2951171875,5,,0,,0,0.01966819068152454,5,rem,rem
ghz_plus,2,4,FakeLagosV2@x0.5,4096,5,2.0,4.0,1.8,2.2,2.2,0.0,1.0,2.0,0.007317487373170001,0.10177142857142848,12.0,2.2,0.275,0.0,8.369268849924999e-05,0.28994140625,5,0.2892844460227272,5,0.2775390625000005,5,0.2853515625,5,,0,,0,0.014202640925262919,5,rem,rem
ghz_plus,2,4,FakeLagosV2@x1.5,256,5,2.0,4.0,1.8,2.2,2.2,0.0,1.0,2.0,0.02195246211951,0.2599285714285714,8.0,2.2,0.275,0.0,0.0002510780654977,0.7203125,5,0.7220170454545455,5,0.7062500000000002,5,0.709375,5,,0,,0,0.16865012008847624,5,rem,rem
ghz_plus,2,4,FakeLagosV2@x1.5,512,5,2.0,4.0,1.8,2.2,2.2,0.0,1.0,2.0,0.02195246211951,0.2599285714285714,9.0,2.2,0.275,0.0,0.0002510780654977,0.72734375,5,0.7230113636363636,5,0.7140625000000002,5,0.7109375,5,,0,,0,0.11577127977114268,5,rem,rem
ghz_plus,2,4,FakeLagosV2@x1.5,1024,5,2.0,4.0,1.8,2.2,2.2,0.0,1.0,2.0,0.02195246211951,0.2599285714285714,10.0,2.2,0.275,0.0,0.0002510780654977,0.746484375,5,0.7155894886363636,5,0.72421875,5,0.72109375,5,,0,,0,0.12953826936634316,5,rem,rem
ghz_plus,2,4,FakeLagosV2@x1.5,2048,5,2.0,4.0,1.8,2.2,2.2,0.0,1.0,2.0,0.02195246211951,0.2599285714285714,11.0,2.2,0.275,0.0,0.0002510780654977,0.725390625,5,0.717578125,5,0.7041015625000002,5,0.7359375,5,,0,,0,0.06263360198863298,5,rem,rem
ghz_plus,2,4,FakeLagosV2@x1.5,4096,5,2.0,4.0,1.8,2.2,2.2,0.0,1.0,2.0,0.02195246211951,0.2599285714285714,12.0,2.2,0.275,0.0,0.0002510780654977,0.7169921875,5,0.7168678977272728,5,0.6990234375,5,0.71875,5,,0,,0,0.03771460754912152,5,rem,rem
ghz_plus,2,4,FakeLagosV2@x2.0,256,5,2.0,4.0,1.8,2.2,2.2,0.0,1.0,2.0,0.029269949492680004,0.2931714285714286,8.0,2.2,0.275,0.0,0.0003347707539969,0.8546875,5,0.8724431818181818,5,0.8437500000000002,5,0.8640625,5,,0,,0,0.28188714733542314,5,rem,rem
ghz_plus,2,4,FakeLagosV2@x2.0,512,5,2.0,4.0,1.8,2.2,2.2,0.0,1.0,2.0,0.029269949492680004,0.2931714285714286,9.0,2.2,0.275,0.0,0.0003347707539969,0.86328125,5,0.8617897727272729,5,0.8617187500000002,5,0.85078125,5,,0,,0,0.07528820867193457,5,rem,rem
ghz_plus,2,4,FakeLagosV2@x2.0,1024,5,2.0,4.0,1.8,2.2,2.2,0.0,1.0,2.0,0.029269949492680015,0.2931714285714286,10.0,2.2,0.275,0.0,0.00033477075399692,0.88203125,5,0.8553267045454547,5,0.870703125,5,0.855859375,5,,0,,0,0.2245711696290364,5,rem,rem
ghz_plus,2,4,FakeLagosV2@x2.0,2048,5,2.0,4.0,1.8,2.2,2.2,0.0,1.0,2.0,0.029269949492680015,0.2931714285714286,11.0,2.2,0.275,0.0,0.00033477075399692,0.8669921875,5,0.8566051136363637,5,0.8585937500000002,5,0.8765625,5,,0,,0,0.10521367481937305,5,rem,rem
ghz_plus,2,4,FakeLagosV2@x2.0,4096,5,2.0,4.0,1.8,2.2,2.2,0.0,1.0,2.0,0.029269949492680015,0.2931714285714286,12.0,2.2,0.275,0.0,0.00033477075399692,0.859375,5,0.8570845170454545,5,0.8500000000000002,5,0.86123046875,5,,0,,0,0.0818319999402924,5,rem,rem
ghz_plus,2,4,FakeManilaV2,256,5,2.0,4.0,1.8,2.2,2.2,0.0,1.0,2.0,0.0099546240468102,0.03732,8.0,2.2,0.275,0.0,0.0002478888929176,0.1703125,5,0.12826704545454545,5,0.1296875000000006,5,0.128125,5,,0,,0,0.04401212272180009,5,rem,rem
ghz_plus,2,4,FakeManilaV2,512,5,2.0,4.0,1.8,2.2,2.2,0.0,1.0,2.0,0.0099546240468102,0.03732,9.0,2.2,0.275,0.0,0.0002478888929176,0.1484375,5,0.14289772727272726,5,0.1031250000000005,5,0.153125,5,,0,,0,0.02765723591312976,5,rem,rem
ghz_plus,2,4,FakeManilaV2,1024,5,2.0,4.0,1.8,2.2,2.2,0.0,1.0,2.0,0.0099546240468102,0.03732,10.0,2.2,0.275,0.0,0.0002478888929176,0.149609375,5,0.13398437499999996,5,0.10937500000000058,5,0.132421875,5,,0,,0,0.03645908578159896,5,rem,rem
ghz_plus,2,4,FakeManilaV2,2048,5,2.0,4.0,1.8,2.2,2.2,0.0,1.0,2.0,0.0099546240468102,0.03732,11.0,2.2,0.275,0.0,0.0002478888929176,0.1326171875,5,0.13009588068181815,5,0.09238281250000067,5,0.1322265625,5,,0,,0,0.028531475030180258,5,rem,rem
ghz_plus,2,4,FakeManilaV2,4096,5,2.0,4.0,1.8,2.2,2.2,0.0,1.0,2.0,0.0099546240468102,0.03732,12.0,2.2,0.275,0.0,0.0002478888929176,0.137109375,5,0.13188032670454541,5,0.09980468750000078,5,0.1158203125,5,,0,,0,0.025917596414508182,5,rem,rem
ghz_plus,2,4,FakeManilaV2@x0.25,256,5,2.0,4.0,1.8,2.2,2.2,0.0,1.0,2.0,0.0024886560117025,0.00933,8.0,2.2,0.275,0.0,6.197222322941749e-05,0.0421875,5,0.033238636363636304,5,0.037500000000000984,5,0.0453125,5,,0,,0,0.018526421967889523,5,rem,rem
ghz_plus,2,4,FakeManilaV2@x0.25,512,5,2.0,4.0,1.8,2.2,2.2,0.0,1.0,2.0,0.0024886560117025,0.00933,9.0,2.2,0.275,0.0,6.197222322941749e-05,0.0390625,5,0.03927556818181814,5,0.03671875000000066,5,0.0375,5,,0,,0,0.00927017624794646,5,rem,rem
ghz_plus,2,4,FakeManilaV2@x0.25,1024,5,2.0,4.0,1.8,2.2,2.2,0.0,1.0,2.0,0.0024886560117025,0.00933,10.0,2.2,0.275,0.0,6.197222322941749e-05,0.04140625,5,0.032812499999999946,5,0.03203125000000038,5,0.034375,5,,0,,0,0.01053734274198102,5,rem,rem
ghz_plus,2,4,FakeManilaV2@x0.25,2048,5,2.0,4.0,1.8,2.2,2.2,0.0,1.0,2.0,0.0024886560117025,0.00933,11.0,2.2,0.275,0.0,6.197222322941749e-05,0.0384765625,5,0.031605113636363556,5,0.030664062500000776,5,0.0361328125,5,,0,,0,0.011642158193832521,5,rem,rem
ghz_plus,2,4,FakeManilaV2@x0.25,4096,5,2.0,4.0,1.8,2.2,2.2,0.0,1.0,2.0,0.0024886560117025,0.00933,12.0,2.2,0.275,0.0,6.197222322941749e-05,0.03623046875,5,0.03362926136363632,5,0.028125000000000823,5,0.03330078125,5,,0,,0,0.00610226166745364,5,rem,rem
ghz_plus,2,4,FakeManilaV2@x0.5,256,5,2.0,4.0,1.8,2.2,2.2,0.0,1.0,2.0,0.0049773120234051,0.01866,8.0,2.2,0.275,0.0,0.0001239444464588,0.084375,5,0.06676136363636358,5,0.05625000000000048,5,0.0609375,5,,0,,0,0.02337051331260372,5,rem,rem
ghz_plus,2,4,FakeManilaV2@x0.5,512,5,2.0,4.0,1.8,2.2,2.2,0.0,1.0,2.0,0.0049773120234051,0.01866,9.0,2.2,0.275,0.0,0.0001239444464588,0.0734375,5,0.07286931818181819,5,0.04765625000000044,5,0.07265625,5,,0,,0,0.011693013642401242,5,rem,rem
ghz_plus,2,4,FakeManilaV2@x0.5,1024,5,2.0,4.0,1.8,2.2,2.2,0.0,1.0,2.0,0.0049773120234051,0.01866,10.0,2.2,0.275,0.0,0.0001239444464588,0.07890625,5,0.06633522727272724,5,0.06367187500000057,5,0.06171875,5,,0,,0,0.017768965842211198,5,rem,rem
ghz_plus,2,4,FakeManilaV2@x0.5,2048,5,2.0,4.0,1.8,2.2,2.2,0.0,1.0,2.0,0.0049773120234051,0.01866,11.0,2.2,0.275,0.0,0.0001239444464588,0.0724609375,5,0.06470170454545447,5,0.05722656250000054,5,0.06953125,5,,0,,0,0.017778834196021158,5,rem,rem
ghz_plus,2,4,FakeManilaV2@x0.5,4096,5,2.0,4.0,1.8,2.2,2.2,0.0,1.0,2.0,0.0049773120234051,0.01866,12.0,2.2,0.275,0.0,0.0001239444464588,0.06923828125,5,0.06585582386363631,5,0.05205078125000016,5,0.0630859375,5,,0,,0,0.011475344213372799,5,rem,rem
ghz_plus,2,4,FakeManilaV2@x1.5,256,5,2.0,4.0,1.8,2.2,2.2,0.0,1.0,2.0,0.014931936070215302,0.0559799999999999,8.0,2.2,0.275,0.0,0.0003718333393765,0.2171875,5,0.18295454545454537,5,0.15937500000000038,5,0.1953125,5,,0,,0,0.05352278140539764,5,rem,rem
